code	display
2055021	cyclosporine 0.09 % Ophthalmic Solution
2055021	cyclosporine 0.9 MG/ML Ophthalmic Solution
2055022	Cequa
2055023	cycloSPORINE 0.9 MG/ML [Cequa]
2055023	cyclosporine 0.9 MG/ML [Cequa]
2055024	cycloSPORINE Ophthalmic Solution [Cequa]
2055024	cyclosporine Ophthalmic Solution [Cequa]
2055025	Cequa Ophthalmic Product
2055026	Cequa 0.09 % Ophthalmic Solution
2055026	Cequa 0.9 MG/ML Ophthalmic Solution
2055026	cycloSPORINE 0.9 MG/ML Ophthalmic Solution [Cequa]
2055026	cyclosporine 0.9 MG/ML Ophthalmic Solution [Cequa]
212810	SandIMMUNE 25 MG Oral Capsule
212810	Sandimmune 25 MG Oral Capsule
212810	cycloSPORINE 25 MG Oral Capsule [SandIMMUNE]
212810	cyclosporine 25 MG Oral Capsule [Sandimmune]
212844	5 ML SandIMMUNE 50 MG/ML Injection
212844	5 ML Sandimmune 50 MG/ML Injection
212844	5 ML cycloSPORINE 50 MG/ML Injection [SandIMMUNE]
212844	5 ML cyclosporine 50 MG/ML Injection [Sandimmune]
212844	SandIMMUNE 250 MG in 5 ML Injection
212844	SandIMMUNE 250 MG per 5 ML Injection
212844	Sandimmune 250 MG per 5 ML Injection
212957	SandIMMUNE 100 MG in 1 mL Oral Solution
212957	SandIMMUNE 100 MG per 1 ML Oral Solution
212957	SandIMMUNE 100 MG/ML Oral Solution
212957	Sandimmune 100 MG per 1 ML Oral Solution
212957	Sandimmune 100 MG/ML Oral Solution
212957	cycloSPORINE 100 MG/ML Oral Solution [SandIMMUNE]
212957	cyclosporine 100 MG/ML Oral Solution [Sandimmune]
236077	cycloSPORINE, modified
236077	cyclosporine, modified
241834	cycloSPORINE, modified 100 MG Oral Capsule
241834	cyclosporine, modified 100 MG Oral Capsule
2470533	cycloSPORINE, modified 100 MG/ML [Cyclavance]
2470533	cyclosporine, modified 100 MG/ML [Cyclavance]
2470534	cycloSPORINE Oral Solution [Cyclavance]
2470534	cyclosporine Oral Solution [Cyclavance]
2470537	cycloSPORINE, modified 100 MG/ML Oral Solution [Cyclavance]
2470537	cyclosporine, modified 100 MG/ML Oral Solution [Cyclavance]
2572292	0.4 ML cycloSPORINE 0.5 MG/ML Ophthalmic Suspension
2572292	0.4 ML cyclosporine 0.5 MG/ML Ophthalmic Suspension
2572292	cycloSPORINE 0.05 % in 0.4 ML Ophthalmic Emulsion
2572292	cycloSPORINE 0.05 % per 0.4 ML Ophthalmic Emulsion
2572292	cycloSPORINE 0.5 MG/ML per 0.4 ML Ophthalmic Emulsion
2572292	cyclosporine 0.05 % per 0.4 ML Ophthalmic Emulsion
2572292	cyclosporine 0.5 MG/ML per 0.4 ML Ophthalmic Emulsion
2572293	0.4 ML Restasis 0.5 MG/ML Ophthalmic Suspension
2572293	0.4 ML cycloSPORINE 0.5 MG/ML Ophthalmic Suspension [Restasis]
2572293	0.4 ML cyclosporine 0.5 MG/ML Ophthalmic Suspension [Restasis]
2572293	Restasis 0.05 % in 0.4 ML Ophthalmic Emulsion
2572293	Restasis 0.05 % per 0.4 ML Ophthalmic Suspension
2590607	cycloSPORINE 1 MG/ML
2590607	cyclosporine 1 MG/ML
2590608	cycloSPORINE 0.1 % Ophthalmic Suspension
2590608	cycloSPORINE 1 MG/ML Ophthalmic Suspension
2590608	cyclosporine 0.1 % Ophthalmic Suspension
2590608	cyclosporine 1 MG/ML Ophthalmic Suspension
2590610	cycloSPORINE 1 MG/ML [Verkazia]
2590610	cyclosporine 1 MG/ML [Verkazia]
2590612	cycloSPORINE Ophthalmic Suspension [Verkazia]
2590612	cyclosporine Ophthalmic Suspension [Verkazia]
2590613	cycloSPORINE 1 MG/ML Ophthalmic Suspension [Verkazia]
2590613	cyclosporine 1 MG/ML Ophthalmic Suspension [Verkazia]
261530	Gengraf
2639936	cycloSPORINE 0.1 % Ophthalmic Solution
2639936	cycloSPORINE 1 MG/ML Ophthalmic Solution
2639936	cyclosporine 0.1 % Ophthalmic Solution
2639936	cyclosporine 1 MG/ML Ophthalmic Solution
2639938	cycloSPORINE 1 MG/ML [Vevye]
2639938	cyclosporine 1 MG/ML [Vevye]
2639940	cycloSPORINE Ophthalmic Solution [Vevye]
2639940	cyclosporine Ophthalmic Solution [Vevye]
2639941	cycloSPORINE 1 MG/ML Ophthalmic Solution [Vevye]
2639941	cyclosporine 1 MG/ML Ophthalmic Solution [Vevye]
2645340	cycloSPORINE, modified Oral Capsule
2645340	cyclosporine, modified Oral Capsule
2647505	cycloSPORINE, modified Oral Solution
2647505	cyclosporine, modified Oral Solution
2654174	cycloSPORINE, modified Oral Capsule [Atopica]
2654174	cyclosporine, modified Oral Capsule [Atopica]
2656813	cycloSPORINE, modified Oral Capsule [Gengraf]
2656813	cyclosporine, modified Oral Capsule [Gengraf]
2657003	cycloSPORINE, modified Oral Solution [Cyclavance]
2657003	cyclosporine, modified Oral Solution [Cyclavance]
2657141	cycloSPORINE, modified Oral Capsule [Neoral]
2657141	cyclosporine, modified Oral Capsule [Neoral]
2657509	cycloSPORINE, modified Oral Solution [Neoral]
2657509	cyclosporine, modified Oral Solution [Neoral]
2657747	cycloSPORINE, modified Oral Solution [Gengraf]
2657747	cyclosporine, modified Oral Solution [Gengraf]
2658601	cycloSPORINE, modified Oral Solution [Atopica]
2658601	cyclosporine, modified Oral Solution [Atopica]
2660112	cycloSPORINE, modified Oral Product
2660112	cyclosporine, modified Oral Product
2662711	cycloSPORINE, modified Pill
2662711	cyclosporine, modified Pill
2663521	cycloSPORINE, modified Oral Liquid Product
2663521	cyclosporine, modified Oral Liquid Product
2665976	cycloSPORINE, modified 100 MG [Sporimune]
2665976	cyclosporine, modified 100 MG [Sporimune]
2665979	cycloSPORINE Oral Capsule [Sporimune]
2665979	cyclosporine Oral Capsule [Sporimune]
2665980	cycloSPORINE, modified Oral Capsule [Sporimune]
2665980	cyclosporine, modified Oral Capsule [Sporimune]
2665981	cycloSPORINE, modified 100 MG Oral Capsule [Sporimune]
2665981	cyclosporine, modified 100 MG Oral Capsule [Sporimune]
2665982	cycloSPORINE, modified 25 MG [Sporimune]
2665982	cyclosporine, modified 25 MG [Sporimune]
2665983	cycloSPORINE, modified 25 MG Oral Capsule [Sporimune]
2665983	cyclosporine, modified 25 MG Oral Capsule [Sporimune]
2665984	cycloSPORINE, modified 50 MG [Sporimune]
2665984	cyclosporine, modified 50 MG [Sporimune]
2665985	cycloSPORINE, modified 50 MG Oral Capsule [Sporimune]
2665985	cyclosporine, modified 50 MG Oral Capsule [Sporimune]
3008	cycloSPORINE
3008	cyclosporine
309632	cycloSPORINE 100 MG in 1 mL Oral Solution
309632	cycloSPORINE 100 MG per 1 ML Oral Solution
309632	cycloSPORINE 100 MG/ML Oral Solution
309632	cyclosporine 100 MG per 1 ML Oral Solution
309632	cyclosporine 100 MG/ML Oral Solution
315749	cycloSPORINE 100 MG
315749	cyclosporine 100 MG
315750	cycloSPORINE 100 MG/ML
315750	cyclosporine 100 MG/ML
315751	cycloSPORINE 25 MG
315751	cyclosporine 25 MG
315752	cycloSPORINE 50 MG
315752	cyclosporine 50 MG
315753	cycloSPORINE 50 MG/ML
315753	cyclosporine 50 MG/ML
328160	cycloSPORINE 100 MG Oral Capsule
328160	cyclosporine 100 MG Oral Capsule
334294	cycloSPORINE, modified 100 MG
334294	cyclosporine, modified 100 MG
351291	cycloSPORINE 0.05 % Ophthalmic Emulsion
351291	cycloSPORINE 0.05 % Ophthalmic Suspension
351291	cycloSPORINE 0.5 MG/ML Ophthalmic Suspension
351291	cyclosporine 0.05 % Ophthalmic Emulsion
351291	cyclosporine 0.05 % Ophthalmic Suspension
351291	cyclosporine 0.5 MG/ML Ophthalmic Suspension
352951	Restasis
353400	cycloSPORINE 0.5 MG/ML
353400	cyclosporine 0.5 MG/ML
363914	cycloSPORINE Oral Solution [Gengraf]
363914	cyclosporine Oral Solution [Gengraf]
363942	cycloSPORINE Oral Solution [Neoral]
363942	cyclosporine Oral Solution [Neoral]
366173	cycloSPORINE Oral Capsule [Gengraf]
366173	cyclosporine Oral Capsule [Gengraf]
366479	cycloSPORINE Oral Capsule [Neoral]
366479	cyclosporine Oral Capsule [Neoral]
366488	cycloSPORINE Oral Capsule [SandIMMUNE]
366488	cyclosporine Oral Capsule [Sandimmune]
371666	cycloSPORINE Oral Capsule
371666	cyclosporine Oral Capsule
371667	cycloSPORINE Oral Solution
371667	cyclosporine Oral Solution
378766	cycloSPORINE Ophthalmic Suspension
378766	cyclosporine Ophthalmic Suspension
402092	Restasis 0.05 % Ophthalmic Emulsion
402092	Restasis 0.05 % Ophthalmic Suspension
402092	Restasis 0.5 MG/ML Ophthalmic Suspension
402092	cycloSPORINE 0.5 MG/ML Ophthalmic Suspension [Restasis]
402092	cyclosporine 0.5 MG/ML Ophthalmic Suspension [Restasis]
402330	cycloSPORINE Ophthalmic Suspension [Restasis]
402330	cyclosporine Ophthalmic Suspension [Restasis]
484788	cycloSPORINE microemulsion
484788	cyclosporine microemulsion
486331	cycloSPORINE 100 MG/ML [SandIMMUNE]
486331	cyclosporine 100 MG/ML [Sandimmune]
539499	cycloSPORINE Oral Capsule [Atopica]
539499	cyclosporine Oral Capsule [Atopica]
565430	cycloSPORINE 100 MG [SandIMMUNE]
565430	cyclosporine 100 MG [Sandimmune]
572889	cycloSPORINE 25 MG [SandIMMUNE]
572889	cyclosporine 25 MG [Sandimmune]
572915	cycloSPORINE 50 MG/ML [SandIMMUNE]
572915	cyclosporine 50 MG/ML [Sandimmune]
576100	cycloSPORINE 0.5 MG/ML [Restasis]
576100	cyclosporine 0.5 MG/ML [Restasis]
835787	cycloSPORINE, modified 100 MG [Gengraf]
835787	cyclosporine, modified 100 MG [Gengraf]
835835	GENGRAF 100 MG Oral Capsule
835835	Gengraf 100 MG Oral Capsule
835835	cycloSPORINE, modified 100 MG Oral Capsule [Gengraf]
835835	cyclosporine, modified 100 MG Oral Capsule [Gengraf]
835885	cycloSPORINE, modified 100 MG/ML
835885	cyclosporine, modified 100 MG/ML
835886	cycloSPORINE, modified 100 MG/ML Oral Solution
835886	cycloSPORINE, modified 100 MG/mL Oral Solution
835886	cyclosporine, modified 100 MG/ML Oral Solution
835887	cycloSPORINE, modified 100 MG/ML [Gengraf]
835887	cyclosporine, modified 100 MG/ML [Gengraf]
835892	GENGRAF 100 MG in 1 mL Oral Solution
835892	Gengraf 100 MG per 1 ML Oral Solution
835892	cycloSPORINE, modified 100 MG/ML Oral Solution [Gengraf]
835892	cyclosporine, modified 100 MG/ML Oral Solution [Gengraf]
835893	cycloSPORINE, modified 25 MG
835893	cyclosporine, modified 25 MG
835894	cycloSPORINE, modified 25 MG Oral Capsule
835894	cyclosporine, modified 25 MG Oral Capsule
835895	cycloSPORINE, modified 25 MG [Gengraf]
835895	cyclosporine, modified 25 MG [Gengraf]
835896	GENGRAF 25 MG Oral Capsule
835896	Gengraf 25 MG Oral Capsule
835896	cycloSPORINE, modified 25 MG Oral Capsule [Gengraf]
835896	cyclosporine, modified 25 MG Oral Capsule [Gengraf]
835897	cycloSPORINE, modified 100 MG/ML [Neoral]
835897	cyclosporine, modified 100 MG/ML [Neoral]
835899	NEORAL 100 MG in 1 mL Oral Solution
835899	Neoral 100 MG per 1 ML Oral Solution
835899	cycloSPORINE, modified 100 MG/ML Oral Solution [Neoral]
835899	cyclosporine, modified 100 MG/ML Oral Solution [Neoral]
835900	cycloSPORINE, modified 100 MG [Neoral]
835900	cyclosporine, modified 100 MG [Neoral]
835901	cycloSPORINE, modified 25 MG [Neoral]
835901	cyclosporine, modified 25 MG [Neoral]
835909	Neoral 25 MG Oral Capsule
835909	cycloSPORINE, modified 25 MG Oral Capsule [Neoral]
835909	cyclosporine, modified 25 MG Oral Capsule [Neoral]
835911	Neoral 100 MG Oral Capsule
835911	cycloSPORINE, modified 100 MG Oral Capsule [Neoral]
835911	cyclosporine, modified 100 MG Oral Capsule [Neoral]
835916	cycloSPORINE, modified 100 MG [Atopica]
835916	cyclosporine, modified 100 MG [Atopica]
835917	cycloSPORINE, modified 100 MG Oral Capsule [Atopica]
835917	cyclosporine, modified 100 MG Oral Capsule [Atopica]
835918	cycloSPORINE, modified 10 MG
835918	cyclosporine, modified 10 MG
835919	cycloSPORINE, modified 10 MG Oral Capsule
835919	cyclosporine, modified 10 MG Oral Capsule
835920	cycloSPORINE, modified 10 MG [Atopica]
835920	cyclosporine, modified 10 MG [Atopica]
835921	cycloSPORINE, modified 10 MG Oral Capsule [Atopica]
835921	cyclosporine, modified 10 MG Oral Capsule [Atopica]
835922	cycloSPORINE, modified 25 MG [Atopica]
835922	cyclosporine, modified 25 MG [Atopica]
835923	cycloSPORINE, modified 25 MG Oral Capsule [Atopica]
835923	cyclosporine, modified 25 MG Oral Capsule [Atopica]
835924	cycloSPORINE, modified 50 MG
835924	cyclosporine, modified 50 MG
835925	cycloSPORINE, modified 50 MG Oral Capsule
835925	cyclosporine, modified 50 MG Oral Capsule
835926	cycloSPORINE, modified 50 MG [Atopica]
835926	cyclosporine, modified 50 MG [Atopica]
835927	cycloSPORINE, modified 50 MG Oral Capsule [Atopica]
835927	cyclosporine, modified 50 MG Oral Capsule [Atopica]
94035	cycloSPORINE Oral Solution [SandIMMUNE]
94035	cyclosporine Oral Solution [Sandimmune]
