LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
97952-6,"Glomerular filtration rate/Body surface area",ArVRat,Pt,Ser/Plas,Qn,"Creatinine-based formula (CKD-EPI)",CHEM,2.72,DEPRECATED,1,Observation,,mL/min/m2,"Deprecated Glomerular filtration rate/Body surface area [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (CKD-EPI)",mL/min/m2,2.70,false,"Glomerular filtration rate/Body surface area:ArVRat:Pt:Ser/Plas:Qn:Creatinine-based formula (CKD-EPI)"
96592-1,"Glomerular filtration rate",ArVRat,Pt,Bld.dot,Qn,"based on 1.73 sq M among non black population",CHEM,2.79,ACTIVE,1,Both,,"mL/min/1.73 sq m","Glomerular filtration rate [Volume Rate/Area] in DBS by based on 1.73 sq M among non black population",mL/min/{1.73_m2},2.69,false,"Glomerular filtration rate:ArVRat:Pt:Bld.dot:Qn:based on 1.73 sq M among non black population"
69405-9,"Glomerular filtration rate",ArVRat,Pt,Ser/Plas/Bld,Qn,"based on 1.73 sq M",CHEM,2.79,ACTIVE,1,Both,,mL/min,"Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by based on 1.73 sq M",mL/min,2.38,false,"Glomerular filtration rate:ArVRat:Pt:Ser/Plas/Bld:Qn:based on 1.73 sq M"
50384-7,"Glomerular filtration rate",ArVRat,Pt,Ser/Plas/Bld,Qn,"Creatinine-based formula (Schwartz)/1.73 sq M",CHEM,2.79,ACTIVE,1,Both,,"mL/min; ml/min/1.73m2","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (Schwartz)/1.73 sq M",mL/min/{1.73_m2},2.22,false,"Glomerular filtration rate:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (Schwartz)/1.73 sq M"
50210-4,"Glomerular filtration rate",ArVRat,Pt,Ser/Plas/Bld,Qn,"Cystatin C-based formula/1.73 sq M",CHEM,2.79,ACTIVE,1,Both,,"mL/min; ml/min/1.73m2","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Cystatin C-based formula/1.73 sq M",mL/min/{1.73_m2},2.22,false,"Glomerular filtration rate:ArVRat:Pt:Ser/Plas/Bld:Qn:Cystatin C-based formula/1.73 sq M"
62238-1,"Glomerular filtration rate",ArVRat,Pt,Ser/Plas/Bld,Qn,"Creatinine-based formula (CKD-EPI)/1.73 sq M",CHEM,2.79,ACTIVE,1,Both,,"mL/min/1.73 sq M","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)/1.73 sq M",mL/min/{1.73_m2},2.34,false,"Glomerular filtration rate:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (CKD-EPI)/1.73 sq M"
78006-4,"Glomerular filtration rate",ArVRat,Pt,Urine+Ser/Plas,Qn,"Isotopic based on 1.73 sq M",CHEM,2.79,ACTIVE,1,Both,,"mL/min/1.73 sq m","Isotopic Glomerular filtration rate/1.73 sq M [Volume Rate/Area] in Urine and Serum or Plasma",mL/min/{1.73_m2},2.52,false,"Glomerular filtration rate:ArVRat:Pt:Urine+Ser/Plas:Qn:Isotopic based on 1.73 sq M"
88293-6,"Glomerular filtration rate",ArVRat,Pt,Ser/Plas/Bld,Qn,"Creatinine-based formula (CKD-EPI)/1.73 sq M among black population",CHEM,2.79,ACTIVE,1,Both,,"mL/min/1.73 sq m","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)/1.73 sq M among black population",mL/min/{1.73_m2},2.64,false,"Glomerular filtration rate:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (CKD-EPI)/1.73 sq M among black population"
48643-1,"Glomerular filtration rate",ArVRat,Pt,Ser/Plas/Bld,Qn,"Creatinine-based formula (MDRD)/1.73 sq M among black population",CHEM,2.79,ACTIVE,1,Observation,,"mL/min; ml/min/1.73m2","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)/1.73 sq M among black population",mL/min/{1.73_m2},2.21,false,"Glomerular filtration rate:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (MDRD)/1.73 sq M among black population"
50044-7,"Glomerular filtration rate",ArVRat,Pt,Ser/Plas/Bld,Qn,"Creatinine-based formula (MDRD)/1.73 sq M among female population",CHEM,2.79,ACTIVE,1,Observation,,"mL/min; ml/min/1.73m2","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)/1.73 sq M among female population",mL/min/{1.73_m2},2.22,false,"Glomerular filtration rate:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (MDRD)/1.73 sq M among female population"
70969-1,"Glomerular filtration rate",ArVRat,Pt,Ser/Plas/Bld,Qn,"Creatinine-based formula (MDRD)/1.73 sq M among male population",CHEM,2.79,ACTIVE,1,Observation,,ml/min,"Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)/1.73 sq M among male population",mL/min,2.40,false,"Glomerular filtration rate:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (MDRD)/1.73 sq M among male population"
94677-2,"Glomerular filtration rate",ArVRat,Pt,Ser/Plas/Bld,Qn,"Creatinine and Cystatin C-based formula (CKD-EPI)/1.73 sq M",CHEM,2.79,ACTIVE,1,Both,,"mL/min/1.73 sq m","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine and Cystatin C-based formula (CKD-EPI)/1.73 sq M",mL/min/{1.73_m2},2.68,false,"Glomerular filtration rate:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine and Cystatin C-based formula (CKD-EPI)/1.73 sq M"
102097-3,"Glomerular filtration rate",ArVRat,Pt,Ser/Plas/Bld,Qn,"Creatinine, Cystatin C and Urea-based formula (CKiD)/1.73 sq M",CHEM,2.79,ACTIVE,1,Both,,"mL/min/1.73 m2","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine, Cystatin C and Urea-based formula (CKiD)/1.73 sq M",mL/min/{1.73_m2},2.75,false,"Glomerular filtration rate:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine, Cystatin C and Urea-based formula (CKiD)/1.73 sq M"
88294-4,"Glomerular filtration rate",ArVRat,Pt,Ser/Plas/Bld,Qn,"Creatinine-based formula (CKD-EPI)/1.73 sq M among non black population",CHEM,2.79,ACTIVE,1,Both,,"mL/min/1.73 sq M","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)/1.73 sq M among non black population",mL/min/{1.73_m2},2.64,false,"Glomerular filtration rate:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (CKD-EPI)/1.73 sq M among non black population"
48642-3,"Glomerular filtration rate",ArVRat,Pt,Ser/Plas/Bld,Qn,"Creatinine-based formula (MDRD)/1.73 sq M among non black population",CHEM,2.79,ACTIVE,1,Observation,,"mL/min; ml/min/1.73m2","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)/1.73 sq M among non black population",mL/min/{1.73_m2},2.21,false,"Glomerular filtration rate:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (MDRD)/1.73 sq M among non black population"
98979-8,"Glomerular filtration rate",ArVRat,Pt,Ser/Plas/Bld,Qn,"Creatinine-based formula (CKD-EPI 2021)/1.73 sq M",CHEM,2.79,ACTIVE,1,Both,,"mL/min/1.73 sq M","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI 2021)/1.73 sq M",mL/min/{1.73_m2},2.72,false,"Glomerular filtration rate:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (CKD-EPI 2021)/1.73 sq M"
77147-7,"Glomerular filtration rate",ArVRat,Pt,Ser/Plas/Bld,Qn,"Creatinine-based formula (MDRD)/1.73 sq M",CHEM,2.79,ACTIVE,1,Both,,"mL/min/1.73 sq m","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)/1.73 sq M",mL/min/{1.73_m2},2.52,false,"Glomerular filtration rate:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine-based formula (MDRD)/1.73 sq M"
98980-6,"Glomerular filtration rate",ArVRat,Pt,Ser/Plas/Bld,Qn,"Creatinine and Cystatin C-based formula (CKD-EPI 2021)/1.73 sq M",CHEM,2.79,ACTIVE,1,Both,,"mL/min/1.73 sq M","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine and Cystatin C-based formula (CKD-EPI 2021)/1.73 sq M",mL/min/{1.73_m2},2.72,false,"Glomerular filtration rate:ArVRat:Pt:Ser/Plas/Bld:Qn:Creatinine and Cystatin C-based formula (CKD-EPI 2021)/1.73 sq M"
90994-5,"Iothalamate clearance",VRat,Pt,Urine+Ser/Plas,Qn,,CHEM,2.65,ACTIVE,1,Both,,mL/min,"Iothalamate renal clearance",mL/min,2.65,false,"Iothalamate clearance:VRat:Pt:Urine+Ser/Plas:Qn:"
45064-3,"Basic metabolic panel & Glomerular filtration rate.predicted",-,Pt,Ser/Plas,Qn,,PANEL.CHEM,2.36,DEPRECATED,1,Order,,,"Deprecated Basic metabolic panel & Glomerular filtration rate.predicted",,2.17,false,"Basic metabolic panel & Glomerular filtration rate.predicted:-:Pt:Ser/Plas:Qn:"
96083-1,"HEDIS Measurement Year 2020 Value Set - Estimated Glomerular Filtration Rate Lab Test",-,Pt,^Patient,-,,PANEL.HEDIS,2.72,DISCOURAGED,1,Subset,,,"HEDIS MY 2020 Value Set - Estimated Glomerular Filtration Rate Lab Test",,2.69,false,"HEDIS Measurement Year 2020 Value Set - Estimated Glomerular Filtration Rate Lab Test:-:Pt:^Patient:-:"
45065-0,"Comprehensive metabolic panel & Glomerular filtration rate.predicted",-,Pt,Ser/Plas,Qn,,PANEL.CHEM,2.36,DEPRECATED,1,Order,,,"Deprecated Comprehensive metabolic panel & Glomerular filtration rate.predicted",,2.17,false,"Comprehensive metabolic panel & Glomerular filtration rate.predicted:-:Pt:Ser/Plas:Qn:"
90993-7,"Iothalamate clearance panel",-,Pt,Urine+Ser/Plas,-,,PANEL.CHEM,2.65,ACTIVE,1,Order,,,"Iothalamate clearance panel - Urine and Serum or Plasma",,2.65,true,"Iothalamate clearance panel:-:Pt:Urine+Ser/Plas:-:"
50261-7,"Renal function panel & Glomerular filtration rate.predicted",-,Pt,Ser/Plas,Qn,,PANEL.CHEM,2.36,DEPRECATED,1,Order,,,"Deprecated Renal function panel & Glomerular filtration rate.predicted",,2.22,false,"Renal function panel & Glomerular filtration rate.predicted:-:Pt:Ser/Plas:Qn:"
45066-8,"Creatinine & Glomerular filtration rate.predicted panel",-,Pt,Ser/Plas/Bld,Qn,,PANEL.CHEM,2.73,ACTIVE,1,Order,,,"Creatinine and Glomerular filtration rate.predicted panel - Serum, Plasma or Blood",,2.17,true,"Creatinine & Glomerular filtration rate.predicted panel:-:Pt:Ser/Plas/Bld:Qn:"
90995-2,"Iothalamate clearance/Body surface area",ArVRat,Pt,Urine+Ser/Plas,Qn,,CHEM,2.65,ACTIVE,1,Both,,mL/min/m2,"Iothalamate renal clearance/Body surface area",mL/min/m2,2.65,false,"Iothalamate clearance/Body surface area:ArVRat:Pt:Urine+Ser/Plas:Qn:"
