LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
30252-1,"Glucose^3.3H post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --3.3 hours post dose glucose",mmol/L,2.04,false,"Glucose^3.3H post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
26555-3,"Glucose^3.5H post dose glucose",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --3.5 hours post dose glucose",mg/dL,2.00,false,"Glucose^3.5H post dose glucose:MCnc:Pt:Ser/Plas:Qn:"
26538-9,"Glucose^3.5H post dose glucose",PrThr,Pt,Urine,Ord,"Test strip",CHAL,2.77,ACTIVE,1,Observation,,,"Glucose [Presence] in Urine by Test strip --3.5 hours post dose glucose",,2.00,false,"Glucose^3.5H post dose glucose:PrThr:Pt:Urine:Ord:Test strip"
25669-3,"Glucose^3.5H post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --3.5 hours post dose glucose",mmol/L,2.00,false,"Glucose^3.5H post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
30253-9,"Glucose^3.6H post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --3.6 hours post dose glucose",mmol/L,2.04,false,"Glucose^3.6H post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
1491-0,"Glucose^30M post 100 g glucose PO",MCnc,Pt,Urine,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Urine --30 minutes post 100 g glucose PO",mg/dL,1.0,false,"Glucose^30M post 100 g glucose PO:MCnc:Pt:Urine:Qn:"
20439-6,"Glucose^30M post dose glucose",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --30 minutes post dose glucose",mg/dL,1.0m,false,"Glucose^30M post dose glucose:MCnc:Pt:Ser/Plas:Qn:"
26548-8,"Glucose^30M post dose glucose",PrThr,Pt,Urine,Ord,"Test strip",CHAL,2.77,ACTIVE,1,Observation,,,"Glucose [Presence] in Urine by Test strip --30 minutes post dose glucose",,2.00,false,"Glucose^30M post dose glucose:PrThr:Pt:Urine:Ord:Test strip"
14763-7,"Glucose^30M post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --30 minutes post dose glucose",mmol/L,1.0k,false,"Glucose^30M post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
1531-3,"Glucose^3H post 100 g glucose PO",MCnc,Pt,Ser,Qn,,CHAL,2.36,DEPRECATED,1,,,,"Deprecated Glucose [Mass/volume] in Serum or Plasma --3 hours post 100 g glucose PO",,1.0,false,"Glucose^3H post 100 g glucose PO:MCnc:Pt:Ser:Qn:"
1532-1,"Glucose^3H post 100 g glucose PO",MCnc,Pt,Urine,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Urine --3 hours post 100 g glucose PO",mg/dL,1.0,false,"Glucose^3H post 100 g glucose PO:MCnc:Pt:Urine:Qn:"
57970-6,"Glucose^3H post 75 g glucose PO",MCnc,Pt,Urine,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Urine --3 hours post 75 g glucose PO",mg/dL,2.29,false,"Glucose^3H post 75 g glucose PO:MCnc:Pt:Urine:Qn:"
19105-6,"Glucose^3H post dose glucose",Imp,Pt,Ser/Plas,Nom,,CHAL,2.73,ACTIVE,1,Observation,,,"Glucose [Interpretation] in Serum or Plasma--3 hours post dose glucose",,1.0l,false,"Glucose^3H post dose glucose:Imp:Pt:Ser/Plas:Nom:"
20437-0,"Glucose^3H post dose glucose",MCnc,Pt,Ser/Plas,Qn,,CHAL.ROUTINE,2.73,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --3 hours post dose glucose",mg/dL,1.0m,false,"Glucose^3H post dose glucose:MCnc:Pt:Ser/Plas:Qn:"
26549-6,"Glucose^3H post dose glucose",PrThr,Pt,Urine,Ord,"Test strip",CHAL,2.77,ACTIVE,1,Observation,,,"Glucose [Presence] in Urine by Test strip --3 hours post dose glucose",,2.00,false,"Glucose^3H post dose glucose:PrThr:Pt:Urine:Ord:Test strip"
14765-2,"Glucose^3H post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --3 hours post dose glucose",mmol/L,1.0k,false,"Glucose^3H post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
30264-6,"Glucose^40M post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --40 minutes post dose glucose",mmol/L,2.04,false,"Glucose^40M post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
26539-7,"Glucose^45M post dose glucose",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --45 minutes post dose glucose",mg/dL,2.00,false,"Glucose^45M post dose glucose:MCnc:Pt:Ser/Plas:Qn:"
25673-5,"Glucose^45M post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --45 minutes post dose glucose",mmol/L,2.00,false,"Glucose^45M post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
1538-8,"Glucose^4H post 100 g glucose PO",MCnc,Pt,Urine,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Urine --4 hours post 100 g glucose PO",mg/dL,1.0,false,"Glucose^4H post 100 g glucose PO:MCnc:Pt:Urine:Qn:"
26541-3,"Glucose^4H post dose glucose",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --4 hours post dose glucose",mg/dL,2.00,false,"Glucose^4H post dose glucose:MCnc:Pt:Ser/Plas:Qn:"
26550-4,"Glucose^4H post dose glucose",PrThr,Pt,Urine,Ord,"Test strip",CHAL,2.77,ACTIVE,1,Observation,,,"Glucose [Presence] in Urine by Test strip --4 hours post dose glucose",,2.00,false,"Glucose^4H post dose glucose:PrThr:Pt:Urine:Ord:Test strip"
14766-0,"Glucose^4H post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --4 hours post dose glucose",mmol/L,1.0k,false,"Glucose^4H post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
25676-8,"Glucose^5.5H post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --5.5 hours post dose glucose",mmol/L,2.00,false,"Glucose^5.5H post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
1541-2,"Glucose^5H post 100 g glucose PO",MCnc,Pt,Urine,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Urine --5 hours post 100 g glucose PO",mg/dL,1.0,false,"Glucose^5H post 100 g glucose PO:MCnc:Pt:Urine:Qn:"
26543-9,"Glucose^5H post dose glucose",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --5 hours post dose glucose",mg/dL,2.00,false,"Glucose^5H post dose glucose:MCnc:Pt:Ser/Plas:Qn:"
26551-2,"Glucose^5H post dose glucose",PrThr,Pt,Urine,Ord,"Test strip",CHAL,2.77,ACTIVE,1,Observation,,,"Glucose [Presence] in Urine by Test strip --5 hours post dose glucose",,2.00,false,"Glucose^5H post dose glucose:PrThr:Pt:Urine:Ord:Test strip"
14767-8,"Glucose^5H post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --5 hours post dose glucose",mmol/L,1.0k,false,"Glucose^5H post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
47859-4,"Glucose^5M post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --5 minutes post dose glucose",mmol/L,2.21,false,"Glucose^5M post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
1545-3,"Glucose^6H post 100 g glucose PO",MCnc,Pt,Ser,Qn,,CHAL,2.36,DEPRECATED,1,,,,"Deprecated Glucose [Mass/volume] in Serum or Plasma --6 hours post 100 g glucose PO",,1.0,false,"Glucose^6H post 100 g glucose PO:MCnc:Pt:Ser:Qn:"
1546-1,"Glucose^6H post 100 g glucose PO",MCnc,Pt,Urine,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Urine --6 hours post 100 g glucose PO",mg/dL,1.0,false,"Glucose^6H post 100 g glucose PO:MCnc:Pt:Urine:Qn:"
26544-7,"Glucose^6H post dose glucose",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --6 hours post dose glucose",mg/dL,2.00,false,"Glucose^6H post dose glucose:MCnc:Pt:Ser/Plas:Qn:"
26552-0,"Glucose^6H post dose glucose",PrThr,Pt,Urine,Ord,"Test strip",CHAL,2.77,ACTIVE,1,Observation,,,"Glucose [Presence] in Urine by Test strip --6 hours post dose glucose",,2.00,false,"Glucose^6H post dose glucose:PrThr:Pt:Urine:Ord:Test strip"
25677-6,"Glucose^6H post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --6 hours post dose glucose",mmol/L,2.00,false,"Glucose^6H post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
40285-9,"Glucose^75M post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --75 minutes post dose glucose",mmol/L,2.15,false,"Glucose^75M post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
20441-2,"Glucose^post 50 g glucose",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --post 50 g glucose",mg/dL,1.0m,false,"Glucose^post 50 g glucose:MCnc:Pt:Ser/Plas:Qn:"
1549-5,"Glucose^pre 100 g glucose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL.ROUTINE,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --pre 100 g glucose PO",mg/dL,1.0,false,"Glucose^pre 100 g glucose PO:MCnc:Pt:Ser/Plas:Qn:"
70208-4,"Glucose^pre 100 g glucose PO",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --pre 100 g glucose PO",mmol/L,2.40,false,"Glucose^pre 100 g glucose PO:SCnc:Pt:Ser/Plas:Qn:"
25680-0,"Glucose^pre 50 g glucose PO",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --pre 50 g glucose PO",mmol/L,2.00,false,"Glucose^pre 50 g glucose PO:SCnc:Pt:Ser/Plas:Qn:"
1552-9,"Glucose^pre 75 g glucose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --pre 75 g glucose PO",mg/dL,1.0,false,"Glucose^pre 75 g glucose PO:MCnc:Pt:Ser/Plas:Qn:"
14996-3,"Glucose^pre 75 g glucose PO",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --pre 75 g glucose PO",mmol/L,1.0k,false,"Glucose^pre 75 g glucose PO:SCnc:Pt:Ser/Plas:Qn:"
34059-6,"Glucose^pre or post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --pre or post dose glucose",mmol/L,2.09,false,"Glucose^pre or post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
74790-7,"Glucose challenge panel",-,Pt,"Exhl gas",Qn,,PANEL.CHAL,2.48,ACTIVE,1,Order,,,"Glucose challenge (hydrogen breath test) panel - Exhaled gas",,2.48,true,"Glucose challenge panel:-:Pt:Exhl gas:Qn:"
41896-2,Class,Type,Pt,"Glucose meter device",Nom,,DEVICES,2.73,ACTIVE,2,Observation,,,"Type of Glucose meter device",,2.16,false,"Class:Type:Pt:Glucose meter device:Nom:"
41898-8,"Vendor device model code",ID,Pt,"Glucose meter device",Nom,,CHEM,2.29,ACTIVE,1,Observation,,,"Vendor device model code of Glucose meter",,2.16,false,"Vendor device model code:ID:Pt:Glucose meter device:Nom:"
72648-9,"Glucose.serum-glucose.synv fld",SCncDiff,Pt,"Ser/Plas+Synv fld",Qn,,CHEM,2.50,ACTIVE,1,Both,,mmol/L,"Glucose in serum - glucose in synovial fluid [Molar concentration difference]",mmol/L,2.42,false,"Glucose.serum-glucose.synv fld:SCncDiff:Pt:Ser/Plas+Synv fld:Qn:"
25678-4,"Glucose^1.5H post dose glucose",MCnc,Pt,Urine,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Urine --1.5 hours post dose glucose",mg/dL,2.00,false,"Glucose^1.5H post dose glucose:MCnc:Pt:Urine:Qn:"
1503-2,"Glucose^1H post 100 g glucose PO",MCnc,Pt,Urine,Qn,,CHAL,2.73,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Urine --1 hour post 100 g glucose PO",mg/dL,1.0,false,"Glucose^1H post 100 g glucose PO:MCnc:Pt:Urine:Qn:"
19104-9,"Glucose^1H post dose glucose",Imp,Pt,Ser/Plas,Nom,,CHAL,2.26,ACTIVE,1,Observation,,,"Glucose [Interpretation] in Serum or Plasma--1 hour post dose glucose",,1.0l,false,"Glucose^1H post dose glucose:Imp:Pt:Ser/Plas:Nom:"
26546-2,"Glucose^1H post dose glucose",PrThr,Pt,Urine,Ord,"Test strip",CHAL,2.77,ACTIVE,1,Both,,,"Glucose [Presence] in Urine by Test strip --1 hour post dose glucose",,2.00,false,"Glucose^1H post dose glucose:PrThr:Pt:Urine:Ord:Test strip"
14756-1,"Glucose^1H post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --1 hour post dose glucose",mmol/L,1.0k,false,"Glucose^1H post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
1515-6,"Glucose^2H post 100 g glucose PO",MCnc,Pt,Ser,Qn,,CHAL,2.36,DEPRECATED,1,,,,"Deprecated Glucose [Mass/volume] in Serum or Plasma --2 hours post 100 g glucose PO",,1.0,false,"Glucose^2H post 100 g glucose PO:MCnc:Pt:Ser:Qn:"
1516-4,"Glucose^2H post 100 g glucose PO",MCnc,Pt,Urine,Qn,,CHAL,2.73,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Urine --2 hours post 100 g glucose PO",mg/dL,1.0,false,"Glucose^2H post 100 g glucose PO:MCnc:Pt:Urine:Qn:"
1519-8,"Glucose^2H post 75 g glucose PO",MCnc,Pt,Ser,Qn,,CHAL,2.36,DEPRECATED,1,,,,"Deprecated Glucose [Mass/volume] in Serum or Plasma --2 hours post 75 g glucose PO",,1.0,false,"Glucose^2H post 75 g glucose PO:MCnc:Pt:Ser:Qn:"
1520-6,"Glucose^2H post 75 g glucose PO",MCnc,Pt,Urine,Qn,,CHAL,2.73,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Urine --2 hours post 75 g glucose PO",mg/dL,1.0,false,"Glucose^2H post 75 g glucose PO:MCnc:Pt:Urine:Qn:"
20436-2,"Glucose^2H post dose glucose",MCnc,Pt,Ser/Plas,Qn,,CHAL.ROUTINE,2.73,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --2 hours post dose glucose",mg/dL,1.0m,false,"Glucose^2H post dose glucose:MCnc:Pt:Ser/Plas:Qn:"
26547-0,"Glucose^2H post dose glucose",PrThr,Pt,Urine,Ord,"Test strip",CHAL,2.77,ACTIVE,1,Both,,,"Glucose [Presence] in Urine by Test strip --2 hours post dose glucose",,2.00,false,"Glucose^2H post dose glucose:PrThr:Pt:Urine:Ord:Test strip"
14759-5,"Glucose^2H post dose glucose",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --2 hours post dose glucose",mmol/L,1.0k,false,"Glucose^2H post dose glucose:SCnc:Pt:Ser/Plas:Qn:"
6754-6,"Glucose^30M post 75 g glucose PO",PrThr,Pt,Urine,Ord,"Test strip",CHAL,2.77,ACTIVE,1,Observation,,,"Glucose [Presence] in Urine by Test strip --30 minutes post 75 g glucose PO",,1.0h(2),false,"Glucose^30M post 75 g glucose PO:PrThr:Pt:Urine:Ord:Test strip"
