system,code,display
http://loinc.org,58520-8,"C peptide 5 min after 1 mg Glucagon intravenous, Blood"
http://loinc.org,58521-6,"C peptide 9th specimen after challenge, Blood"
http://loinc.org,58522-4,"C peptide before dose glucose, Blood"
http://loinc.org,58686-7,"C peptide 2 hr after glucose, Blood"
http://loinc.org,58816-0,"C peptide specimen 2, Blood"
http://loinc.org,58841-8,"C peptide 5 min after challenge, Blood"
http://loinc.org,58896-2,"C peptide after challenge, Blood"
http://loinc.org,77610-4,"C peptide 15 min after challenge, Blood"
http://loinc.org,77611-2,"C peptide 4 hr after challenge, Blood"
http://loinc.org,77612-0,"C peptide 45 min after challenge, Blood"
http://loinc.org,77651-8,"C peptide 75 min after challenge, Blood"
http://loinc.org,77652-6,"C peptide 5 hr after challenge, Blood"
http://loinc.org,95076-6,"C peptide 15 min after meal, Blood"
http://loinc.org,95080-8,"C peptide post fasting and meal stimulation panel, Blood"
http://loinc.org,95081-6,"C peptide 1.5 hr after Meal, Blood"
http://loinc.org,95082-4,"C peptide 1 hr after Meal, Blood"
http://loinc.org,95083-2,"C peptide 2.5 hr after meal, Blood"
http://loinc.org,95084-0,"C peptide 2 hr after Meal, Blood"
http://loinc.org,95085-7,"C peptide 3.5 hr after meal, Blood"
http://loinc.org,95086-5,"C peptide 30 min after meal, Blood"
http://loinc.org,95087-3,"C peptide 3 hr after meal, Blood"
http://loinc.org,95088-1,"C peptide 4.5 hr after meal, Blood"
http://loinc.org,95089-9,"C peptide 4 hr after meal, Blood"
http://loinc.org,95090-7,"C peptide 5 hr after meal, Blood"
