LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
91106-5,"Cholesterol.in LDL 2",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in LDL 2 [Mass/volume] in Serum or Plasma",mg/dL,2.65,false,"Cholesterol.in LDL 2:MCnc:Pt:Ser/Plas:Qn:"
91113-1,"Cholesterol.in LDL 2",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mmol/L,"Cholesterol in LDL 2 [Moles/volume] in Serum or Plasma",mmol/L,2.65,false,"Cholesterol.in LDL 2:SCnc:Pt:Ser/Plas:Qn:"
91107-3,"Cholesterol.in LDL 3",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in LDL 3 [Mass/volume] in Serum or Plasma",mg/dL,2.65,false,"Cholesterol.in LDL 3:MCnc:Pt:Ser/Plas:Qn:"
91114-9,"Cholesterol.in LDL 3",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.65,ACTIVE,1,Observation,,mmol/L,"Cholesterol in LDL 3 [Moles/volume] in Serum or Plasma",mmol/L,2.65,false,"Cholesterol.in LDL 3:SCnc:Pt:Ser/Plas:Qn:"
91108-1,"Cholesterol.in LDL 4",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in LDL 4 [Mass/volume] in Serum or Plasma",mg/dL,2.65,false,"Cholesterol.in LDL 4:MCnc:Pt:Ser/Plas:Qn:"
91115-6,"Cholesterol.in LDL 4",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.65,ACTIVE,1,Observation,,mmol/L,"Cholesterol in LDL 4 [Moles/volume] in Serum or Plasma",mmol/L,2.65,false,"Cholesterol.in LDL 4:SCnc:Pt:Ser/Plas:Qn:"
91109-9,"Cholesterol.in LDL 5",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in LDL 5 [Mass/volume] in Serum or Plasma",mg/dL,2.65,false,"Cholesterol.in LDL 5:MCnc:Pt:Ser/Plas:Qn:"
91116-4,"Cholesterol.in LDL 5",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.65,ACTIVE,1,Observation,,mmol/L,"Cholesterol in LDL 5 [Moles/volume] in Serum or Plasma",mmol/L,2.65,false,"Cholesterol.in LDL 5:SCnc:Pt:Ser/Plas:Qn:"
91110-7,"Cholesterol.in LDL 6",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in LDL 6 [Mass/volume] in Serum or Plasma",mg/dL,2.65,false,"Cholesterol.in LDL 6:MCnc:Pt:Ser/Plas:Qn:"
91117-2,"Cholesterol.in LDL 6",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.65,ACTIVE,1,Observation,,mmol/L,"Cholesterol in LDL 6 [Moles/volume] in Serum or Plasma",mmol/L,2.65,false,"Cholesterol.in LDL 6:SCnc:Pt:Ser/Plas:Qn:"
91111-5,"Cholesterol.in LDL 7",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in LDL 7 [Mass/volume] in Serum or Plasma",mg/dL,2.65,false,"Cholesterol.in LDL 7:MCnc:Pt:Ser/Plas:Qn:"
91118-0,"Cholesterol.in LDL 7",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.65,ACTIVE,1,Observation,,mmol/L,"Cholesterol in LDL 7 [Moles/volume] in Serum or Plasma",mmol/L,2.65,false,"Cholesterol.in LDL 7:SCnc:Pt:Ser/Plas:Qn:"
48635-7,"Cholesterol.in LDL pattern A",PrThr,Pt,Ser/Plas,Ord,,CHEM,2.56,ACTIVE,1,Observation,,,"Cholesterol in LDL pattern A [Presence] in Serum or Plasma",,2.21,false,"Cholesterol.in LDL pattern A:PrThr:Pt:Ser/Plas:Ord:"
35505-7,Lipoprotein.beta.subparticle,Type,Pt,Ser/Plas,Nom,,CHEM,2.73,ACTIVE,1,Observation,,,"Lipoprotein.beta.subparticle [Type] in Serum or Plasma",,2.13,false,Lipoprotein.beta.subparticle:Type:Pt:Ser/Plas:Nom:
56036-7,"Apolipoprotein B/Cholesterol.in LDL",MRto,Pt,Ser/Plas,Qn,,CHEM,2.44,ACTIVE,1,Both,,Ratio,"Apolipoprotein B/Cholesterol in LDL [Mass Ratio] in Serum or Plasma",{Ratio},2.29,false,"Apolipoprotein B/Cholesterol.in LDL:MRto:Pt:Ser/Plas:Qn:"
12773-8,"Cholesterol.in LDL",ACnc,Pt,Ser/Plas,Qn,Electrophoresis,CHEM,2.73,ACTIVE,1,Observation,,,"Cholesterol in LDL [Units/volume] in Serum or Plasma by Electrophoresis",[arb'U]/mL,1.0j-a,false,"Cholesterol.in LDL:ACnc:Pt:Ser/Plas:Qn:Electrophoresis"
96597-0,"Cholesterol.in LDL",MCnc,Pt,Bld.dot,Qn,"Direct assay",CHEM,2.69,ACTIVE,1,Both,,mg/dl,"Cholesterol in LDL [Mass/volume] in DBS by Direct assay",mg/dL,2.69,false,"Cholesterol.in LDL:MCnc:Pt:Bld.dot:Qn:Direct assay"
13457-7,"Cholesterol.in LDL",MCnc,Pt,Ser/Plas,Qn,Calculated,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in LDL [Mass/volume] in Serum or Plasma by calculation",mg/dL,1.0j-a,false,"Cholesterol.in LDL:MCnc:Pt:Ser/Plas:Qn:Calculated"
18262-6,"Cholesterol.in LDL",MCnc,Pt,Ser/Plas,Qn,"Direct assay",CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Cholesterol in LDL [Mass/volume] in Serum or Plasma by Direct assay",mg/dL,1.0l,false,"Cholesterol.in LDL:MCnc:Pt:Ser/Plas:Qn:Direct assay"
49132-4,"Cholesterol.in LDL",MCnc,Pt,Ser/Plas,Qn,Electrophoresis,CHEM,2.73,ACTIVE,1,Both,,mg/dL,"Cholesterol in LDL [Mass/volume] in Serum or Plasma by Electrophoresis",mg/dL,2.21,false,"Cholesterol.in LDL:MCnc:Pt:Ser/Plas:Qn:Electrophoresis"
18261-8,"Cholesterol.in LDL",MCnc,Pt,Ser/Plas.ultracentrifugate,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in LDL [Mass/volume] in Serum or Plasma ultracentrifugate",mg/dL,1.0l,false,"Cholesterol.in LDL:MCnc:Pt:Ser/Plas.ultracentrifugate:Qn:"
39469-2,"Cholesterol.in LDL",SCnc,Pt,Ser/Plas,Qn,Calculated,CHEM,2.73,ACTIVE,1,Both,,mmol/L,"Cholesterol in LDL [Moles/volume] in Serum or Plasma by calculation",mmol/L,2.15,false,"Cholesterol.in LDL:SCnc:Pt:Ser/Plas:Qn:Calculated"
69419-0,"Cholesterol.in LDL",SCnc,Pt,Ser/Plas,Qn,"Direct assay",CHEM,2.73,ACTIVE,1,Both,,mmol/L,"Cholesterol in LDL [Moles/volume] in Serum or Plasma by Direct assay",mmol/L,2.40,false,"Cholesterol.in LDL:SCnc:Pt:Ser/Plas:Qn:Direct assay"
47213-4,"Cholesterol.in LDL real size pattern",Prid,Pt,Ser/Plas,Nom,,CHEM,2.73,ACTIVE,1,Observation,,,"Cholesterol in LDL real size pattern [Identifier] in Serum or Plasma",,2.19,false,"Cholesterol.in LDL real size pattern:Prid:Pt:Ser/Plas:Nom:"
13459-3,"Cholesterol.in LDL/Cholesterol.total",MRto,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,,"Cholesterol in LDL/Cholesterol.total [Mass Ratio] in Serum or Plasma",,1.0j-a,false,"Cholesterol.in LDL/Cholesterol.total:MRto:Pt:Ser/Plas:Qn:"
100732-7,"Cholesterol.in lipoprotein (little a) & Cholesterol.in LDL panel",-,Pt,Ser,-,,PANEL.CHEM,2.73,ACTIVE,1,Order,,,"Cholesterol.in lipoprotein (little a) and Cholesterol.in LDL panel - Serum",,2.73,true,"Cholesterol.in lipoprotein (little a) & Cholesterol.in LDL panel:-:Pt:Ser:-:"
16615-7,"Cholesterol.total/Cholesterol.in LDL",MRto,Pt,Ser/Plas,Qn,,CHEM,2.42,ACTIVE,1,Observation,,,"Cholesterol.total/Cholesterol in LDL [Mass Ratio] in Serum or Plasma",,1.0l,false,"Cholesterol.total/Cholesterol.in LDL:MRto:Pt:Ser/Plas:Qn:"
43394-6,"Cholesterol.in LDL.acetylated",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Both,,mg/dL,"Cholesterol in LDL acylated [Mass/volume] in Serum or Plasma",mg/dL,2.17,false,"Cholesterol.in LDL.acetylated:MCnc:Pt:Ser/Plas:Qn:"
16616-5,"Cholesterol.in HDL/Cholesterol.in LDL",MRto,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,,"Cholesterol in HDL/Cholesterol in LDL [Mass Ratio] in Serum or Plasma",,1.0l,false,"Cholesterol.in HDL/Cholesterol.in LDL:MRto:Pt:Ser/Plas:Qn:"
96259-7,"Cholesterol.in LDL",MCnc,Pt,Ser/Plas,Qn,Calculated.Martin-Hopkins,CHEM,2.69,ACTIVE,1,Both,,mg/dl,"Cholesterol in LDL [Mass/volume] in Serum or Plasma by Calculated by Martin-Hopkins",mg/dL,2.69,false,"Cholesterol.in LDL:MCnc:Pt:Ser/Plas:Qn:Calculated.Martin-Hopkins"
96258-9,"Cholesterol.in LDL",SCnc,Pt,Ser/Plas,Qn,Calculated.Martin-Hopkins,CHEM,2.69,ACTIVE,1,Both,,mmol/L,"Cholesterol in LDL [Moles/volume] in Serum or Plasma by Calculated by Martin-Hopkins",mmol/L,2.69,false,"Cholesterol.in LDL:SCnc:Pt:Ser/Plas:Qn:Calculated.Martin-Hopkins"
48637-3,"Cholesterol.in LDL pattern BI",PrThr,Pt,Ser/Plas,Ord,Electrophoresis,CHEM,2.56,ACTIVE,1,Observation,,,"Cholesterol in LDL pattern BI [Presence] in Serum or Plasma by Electrophoresis",,2.21,false,"Cholesterol.in LDL pattern BI:PrThr:Pt:Ser/Plas:Ord:Electrophoresis"
48636-5,"Cholesterol.in LDL pattern BII",PrThr,Pt,Ser/Plas,Ord,Electrophoresis,CHEM,2.56,ACTIVE,1,Observation,,,"Cholesterol in LDL pattern BII [Presence] in Serum or Plasma by Electrophoresis",,2.21,false,"Cholesterol.in LDL pattern BII:PrThr:Pt:Ser/Plas:Ord:Electrophoresis"
44711-0,"Cholesterol.in LDL/Apolipoprotein B",MRto,Pt,Ser/Plas,Qn,,CHEM,2.42,ACTIVE,1,Observation,,,"Cholesterol in LDL/Apolipoprotein B [Mass Ratio] in Serum or Plasma",,2.17,false,"Cholesterol.in LDL/Apolipoprotein B:MRto:Pt:Ser/Plas:Qn:"
11054-4,"Cholesterol.in LDL/Cholesterol.in HDL",MRto,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,ratio,"Cholesterol in LDL/Cholesterol in HDL [Mass Ratio] in Serum or Plasma",{ratio},1.0j-a,false,"Cholesterol.in LDL/Cholesterol.in HDL:MRto:Pt:Ser/Plas:Qn:"
44915-7,"Cholesterol.in LDL/Cholesterol.in HDL",SRto,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,,"Cholesterol in LDL/Cholesterol in HDL [Molar ratio] in Serum or Plasma",,2.17,false,"Cholesterol.in LDL/Cholesterol.in HDL:SRto:Pt:Ser/Plas:Qn:"
47215-9,Lipoprotein.beta.subparticle.medium,EntLen,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,nm,"Lipoprotein.beta.subparticle.medium [Entitic length] in Serum or Plasma",nm,2.19,false,Lipoprotein.beta.subparticle.medium:EntLen:Pt:Ser/Plas:Qn:
90364-1,"Cholesterol.in LDL.small dense",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,mg/dl,"Cholesterol.in LDL.small dense [Mass/volume] in Serum or Plasma",mg/dL,2.65,false,"Cholesterol.in LDL.small dense:MCnc:Pt:Ser/Plas:Qn:"
96959-2,"Cholesterol.in LDL.small dense",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Both,,mmol/L,"Cholesterol.in LDL.small dense [Moles/volume] in Serum or Plasma",mmol/L,2.70,false,"Cholesterol.in LDL.small dense:SCnc:Pt:Ser/Plas:Qn:"
100733-5,"Cholesterol.in LDL^corrected for Cholesterol.in lipoprotein (little a)",MCnc,Pt,Ser,Qn,Calculated,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol in LDL [Mass/volume] in Serum by calculation --corrected for Cholesterol.in lipoprotein (little a)",mg/dL,2.73,false,"Cholesterol.in LDL^corrected for Cholesterol.in lipoprotein (little a):MCnc:Pt:Ser:Qn:Calculated"
86911-5,"Cholesterol.in LDL goal",MCnc,Pt,Ser/Plas,Qn,,CLIN,2.63,ACTIVE,2,Both,,mg/dl,"Cholesterol in LDL goal [Mass/volume] Serum or Plasma",mg/dL,2.63,false,"Cholesterol.in LDL goal:MCnc:Pt:Ser/Plas:Qn:"
54238-1,LDL.oxidized,ACnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,"arb U/L","LDL.oxidized [Units/volume] in Serum or Plasma",[arb'U]/L,2.27,false,LDL.oxidized:ACnc:Pt:Ser/Plas:Qn:
9620-6,Lipoprotein.beta,MCnc,Pt,"Plr fld",Qn,,CHEM,2.42,ACTIVE,1,Observation,,mg/dL,"Lipoprotein.beta [Mass/volume] in Pleural fluid",mg/dL,1.0i,false,"Lipoprotein.beta:MCnc:Pt:Plr fld:Qn:"
17846-7,Lipoprotein.beta,PrThr,Pt,Ser/Plas,Ord,,CHEM,2.73,ACTIVE,1,Observation,,,"Lipoprotein.beta [Presence] in Serum or Plasma",,1.0l,false,Lipoprotein.beta:PrThr:Pt:Ser/Plas:Ord:
92719-4,"Lipoprotein.broad beta.subparticle.large",SCnc,Pt,Ser,Qn,,CHEM,2.66,ACTIVE,1,Observation,,nmol/L,"Lipoprotein.broad beta.subparticle.large [Moles/volume] in Serum",nmol/L,2.66,false,"Lipoprotein.broad beta.subparticle.large:SCnc:Pt:Ser:Qn:"
92718-6,"Lipoprotein.broad beta.subparticle.small",SCnc,Pt,Ser,Qn,,CHEM,2.66,ACTIVE,1,Observation,,nmol/L,"Lipoprotein.broad beta.subparticle.small [Moles/volume] in Serum",nmol/L,2.66,false,"Lipoprotein.broad beta.subparticle.small:SCnc:Pt:Ser:Qn:"
2574-2,Lipoprotein.beta,MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Lipoprotein.beta [Mass/volume] in Serum or Plasma",mg/dL,1.0,false,Lipoprotein.beta:MCnc:Pt:Ser/Plas:Qn:
26821-9,Lipoprotein.beta,PrThr,Pt,"Body fld",Ord,,CHEM,2.56,ACTIVE,1,Observation,,,"Lipoprotein.beta [Presence] in Body fluid",,2.00,false,"Lipoprotein.beta:PrThr:Pt:Body fld:Ord:"
17782-4,Lipoprotein.beta.subparticle,EntLen,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,Angstrom,"Lipoprotein.beta.subparticle [Entitic length] in Serum or Plasma",Ao;nm,1.0l,false,Lipoprotein.beta.subparticle:EntLen:Pt:Ser/Plas:Qn:
33413-6,Lipoprotein.beta/Lipoprotein.total,MFr,Pt,"Plr fld",Qn,,CHEM,2.70,ACTIVE,1,Observation,,%,"Lipoprotein.beta/total Lipoprotein in Pleural fluid",%,2.09,false,"Lipoprotein.beta/Lipoprotein.total:MFr:Pt:Plr fld:Qn:"
50193-2,"Cholesterol.in LDL.narrow density",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Observation,,mg/dL,"Cholesterol in LDL.narrow density [Mass/volume] in Serum or Plasma",mg/dL,2.22,false,"Cholesterol.in LDL.narrow density:MCnc:Pt:Ser/Plas:Qn:"
48143-2,"LDL.oxidized Ab",ACnc,Pt,Ser,Qn,,SERO,2.73,ACTIVE,1,Both,,"m arb U/mL","LDL.oxidized Ab [Units/volume] in Serum",m[arb'U]/mL,2.21,false,"LDL.oxidized Ab:ACnc:Pt:Ser:Qn:"
17083-7,Lipoprotein.beta,MCnc,Pt,"Body fld",Qn,,CHEM,2.42,ACTIVE,1,Observation,,mg/dL,"Lipoprotein.beta [Mass/volume] in Body fluid",mg/dL,1.0l,false,"Lipoprotein.beta:MCnc:Pt:Body fld:Qn:"
9346-8,Lipoprotein.beta,MCnc,Pt,Ser/Plas,Qn,Calculated,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Lipoprotein.beta [Mass/volume] in Serum or Plasma by calculation",mg/dL,1.0i,false,Lipoprotein.beta:MCnc:Pt:Ser/Plas:Qn:Calculated
15122-5,Lipoprotein.beta/Lipoprotein.total,MFr,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,%,"Lipoprotein.beta/total Lipoprotein in Serum or Plasma",%,1.0k,false,Lipoprotein.beta/Lipoprotein.total:MFr:Pt:Ser/Plas:Qn:
92721-0,Lipoprotein.pre-beta.subparticle.medium,SCnc,Pt,Ser,Qn,,CHEM,2.66,ACTIVE,1,Observation,,nmol/L,"Lipoprotein.pre-beta.subparticle.medium [Moles/volume] in Serum",nmol/L,2.66,false,Lipoprotein.pre-beta.subparticle.medium:SCnc:Pt:Ser:Qn:
92720-2,Lipoprotein.pre-beta.subparticle.small,SCnc,Pt,Ser,Qn,,CHEM,2.66,ACTIVE,1,Observation,,nmol/L,"Lipoprotein.pre-beta.subparticle.small [Moles/volume] in Serum",nmol/L,2.66,false,Lipoprotein.pre-beta.subparticle.small:SCnc:Pt:Ser:Qn:
44717-7,Lipoprotein.beta/Lipoprotein.alpha,MRto,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,,"Lipoprotein.beta/Lipoprotein.alpha [Mass Ratio] in Serum or Plasma",,2.17,false,Lipoprotein.beta/Lipoprotein.alpha:MRto:Pt:Ser/Plas:Qn:
68935-6,"LDL.oxidized Ab",ACnc,Pt,Ser,Qn,IA,SERO,2.73,ACTIVE,1,Both,,"arb U/mL","LDL.oxidized Ab [Units/volume] in Serum by Immunoassay",[arb'U]/mL,2.38,false,"LDL.oxidized Ab:ACnc:Pt:Ser:Qn:IA"
43728-5,Lipoprotein.pre-beta.subparticle.large,SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Both,,umol/L,"Lipoprotein.pre-beta.subparticle.large [Moles/volume] in Serum or Plasma",nmol/L;umol/L,2.17,false,Lipoprotein.pre-beta.subparticle.large:SCnc:Pt:Ser/Plas:Qn:
56777-6,Lipoprotein.pre-beta/Lipoprotein.beta,MRto,Pt,Ser/Plas,Qn,,CHEM,2.42,ACTIVE,1,Both,,,"Lipoprotein.pre-beta/Lipoprotein.beta [Mass Ratio] in Serum or Plasma",,2.29,false,Lipoprotein.pre-beta/Lipoprotein.beta:MRto:Pt:Ser/Plas:Qn:
14816-3,Lipoprotein.pre-beta,SCnc,Pt,Ser/Plas,Qn,Electrophoresis,CHEM,2.73,ACTIVE,1,Observation,,umol/L,"Lipoprotein.pre-beta [Moles/volume] in Serum or Plasma by Electrophoresis",umol/L,1.0k,false,Lipoprotein.pre-beta:SCnc:Pt:Ser/Plas:Qn:Electrophoresis
43396-1,"Cholesterol.non HDL",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,mg/dL,"Cholesterol non HDL [Mass/volume] in Serum or Plasma",mg/dL,2.17,false,"Cholesterol.non HDL:MCnc:Pt:Ser/Plas:Qn:"
70204-3,"Cholesterol.non HDL",SCnc,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,nmol/L,"Cholesterol non HDL [Moles/volume] in Serum or Plasma",nmol/L,2.40,false,"Cholesterol.non HDL:SCnc:Pt:Ser/Plas:Qn:"
47228-2,"Cholesterol.non HDL/Cholesterol.total",MRto,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,,"Cholesterol non HDL/Cholesterol.total [Mass Ratio] in Serum or Plasma",,2.19,false,"Cholesterol.non HDL/Cholesterol.total:MRto:Pt:Ser/Plas:Qn:"
