LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
105880-9,"Cytomegalovirus DNA",ACnc,Pt,Ser/Plas,Qn,,MICRO,2.78,ACTIVE,1,Both,,[arb'U]/mL,"Cytomegalovirus DNA [Units/volume] in Serum or Plasma",[arb'U]/mL,2.78,false,"Cytomegalovirus DNA:ACnc:Pt:Ser/Plas:Qn:"
33616-4,"Cytomegalovirus early Ag",PrThr,Pt,Urine,Ord,,MICRO,2.73,ACTIVE,1,Both,,,"Cytomegalovirus early Ag [Presence] in Urine",,2.09,false,"Cytomegalovirus early Ag:PrThr:Pt:Urine:Ord:"
10391-1,"Cytomegalovirus immune globulin given",Vol,Pt,^Patient,Qn,,BLDBK,2.42,ACTIVE,1,Observation,,mL,"Cytomegalovirus immune globulin given [Volume]",mL,1.0i,false,"Cytomegalovirus immune globulin given:Vol:Pt:^Patient:Qn:"
72852-7,"Cytomegalovirus resistance panel",-,Pt,Isolate,-,Genotyping,PANEL.ABXBACT,2.50,ACTIVE,1,Order,,,"Cytomegalovirus resistance panel by Genotype method",,2.44,true,"Cytomegalovirus resistance panel:-:Pt:Isolate:-:Genotyping"
43706-1,Cytomegalovirus,PrThr,Pt,Anal,Ord,"Shell vial culture",MICRO,2.56,ACTIVE,1,Both,,,"Cytomegalovirus [Presence] in Anal by Shell vial culture",,2.17,false,"Cytomegalovirus:PrThr:Pt:Anal:Ord:Shell vial culture"
5835-4,Cytomegalovirus,PrThr,Pt,Bld,Ord,"Organism specific culture",MICRO,2.73,ACTIVE,1,Both,,,"Cytomegalovirus [Presence] in Blood by Organism specific culture",,1.0,false,"Cytomegalovirus:PrThr:Pt:Bld:Ord:Organism specific culture"
43703-8,Cytomegalovirus,PrThr,Pt,Bld,Ord,"Shell vial culture",MICRO,2.56,ACTIVE,1,Both,,,"Cytomegalovirus [Presence] in Blood by Shell vial culture",,2.17,false,"Cytomegalovirus:PrThr:Pt:Bld:Ord:Shell vial culture"
5836-2,Cytomegalovirus,PrThr,Pt,Tiss,Ord,"Organism specific culture",MICRO,2.56,ACTIVE,1,Both,,,"Cytomegalovirus [Presence] in Tissue by Organism specific culture",,1.0,false,"Cytomegalovirus:PrThr:Pt:Tiss:Ord:Organism specific culture"
43707-9,Cytomegalovirus,PrThr,Pt,Tiss,Ord,"Shell vial culture",MICRO,2.56,ACTIVE,1,Both,,,"Cytomegalovirus [Presence] in Tissue by Shell vial culture",,2.17,false,"Cytomegalovirus:PrThr:Pt:Tiss:Ord:Shell vial culture"
5837-0,Cytomegalovirus,PrThr,Pt,Urine,Ord,"Organism specific culture",MICRO,2.73,ACTIVE,1,Both,,,"Cytomegalovirus [Presence] in Urine by Organism specific culture",,1.0,false,"Cytomegalovirus:PrThr:Pt:Urine:Ord:Organism specific culture"
43700-4,Cytomegalovirus,PrThr,Pt,Urine,Ord,"Shell vial culture",MICRO,2.56,ACTIVE,1,Both,,,"Cytomegalovirus [Presence] in Urine by Shell vial culture",,2.17,false,"Cytomegalovirus:PrThr:Pt:Urine:Ord:Shell vial culture"
34403-6,"Cytomegalovirus Ab avidity",ACnc,Pt,Ser,Qn,,MICRO,2.69,DEPRECATED,1,Both,,,"Deprecated Cytomegalovirus Ab avidity [Units/volume] in Serum",[arb'U]/mL,2.10,false,"Cytomegalovirus Ab avidity:ACnc:Pt:Ser:Qn:"
6380-0,"Cytomegalovirus Ag",ACnc,Pt,XXX,OrdQn,EMIA,MICRO,2.69,DEPRECATED,1,Both,,,"Deprecated Cytomegalovirus Ag in unspecified specimen",,1.0f,false,"Cytomegalovirus Ag:ACnc:Pt:XXX:OrdQn:EMIA"
42336-8,"Cytomegalovirus Ag",Naric,Pt,XXX,Qn,,MICRO,2.69,ACTIVE,1,Both,,/slide,"Cytomegalovirus Ag [#/area] in Specimen",/{slide},2.16,false,"Cytomegalovirus Ag:Naric:Pt:XXX:Qn:"
31795-8,"Cytomegalovirus Ag",PrThr,Pt,Ser/Plas,Ord,,MICRO,2.64,ACTIVE,1,Both,,,"Cytomegalovirus Ag [Presence] in Serum or Plasma",,2.07,false,"Cytomegalovirus Ag:PrThr:Pt:Ser/Plas:Ord:"
31797-4,"Cytomegalovirus Ag",PrThr,Pt,XXX,Ord,,MICRO,2.73,ACTIVE,1,Both,,,"Cytomegalovirus Ag [Presence] in Specimen",,2.07,false,"Cytomegalovirus Ag:PrThr:Pt:XXX:Ord:"
4997-3,"Cytomegalovirus DNA",PrThr,Pt,Tiss,Ord,Probe,MICRO,2.63,ACTIVE,1,Both,,,"Cytomegalovirus DNA [Presence] in Tissue by Probe",,1.0,false,"Cytomegalovirus DNA:PrThr:Pt:Tiss:Ord:Probe"
54164-9,"Cytomegalovirus immediate-early Ag",PrThr,Pt,Bld,Ord,,MICRO,2.73,ACTIVE,1,Both,,,"Cytomegalovirus immediate-early Ag [Presence] in Blood",,2.27,false,"Cytomegalovirus immediate-early Ag:PrThr:Pt:Bld:Ord:"
32675-1,Cytomegalovirus,PrThr,Pt,Bronchial,Ord,"Organism specific culture",MICRO,2.56,ACTIVE,1,Both,,,"Cytomegalovirus [Presence] in Bronchial specimen by Organism specific culture",,2.09,false,"Cytomegalovirus:PrThr:Pt:Bronchial:Ord:Organism specific culture"
88625-9,Cytomegalovirus,PrThr,Pt,"Ocular fld",Ord,"Organism specific culture",MICRO,2.64,ACTIVE,1,Both,,,"Cytomegalovirus [Presence] in Ocular fluid by Organism specific culture",,2.64,false,"Cytomegalovirus:PrThr:Pt:Ocular fld:Ord:Organism specific culture"
91783-1,Cytomegalovirus,PrThr,Pt,"Respiratory system specimen.lower",Ord,"Organism specific culture",MICRO,2.77,ACTIVE,1,Both,,,"Cytomegalovirus [Presence] in Lower respiratory specimen by Organism specific culture",,2.66,false,"Cytomegalovirus:PrThr:Pt:Respiratory system specimen.lower:Ord:Organism specific culture"
16714-8,"Cytomegalovirus Ab",ACnc,Pt,Ser,Qn,LA,MICRO,2.69,ACTIVE,1,Both,,,"Cytomegalovirus Ab [Units/volume] in Serum by Latex agglutination",[arb'U]/mL,1.0l,false,"Cytomegalovirus Ab:ACnc:Pt:Ser:Qn:LA"
15377-5,"Cytomegalovirus Ab",PrThr,Pt,Ser,Ord,LA,MICRO,2.56,ACTIVE,1,Both,,,"Cytomegalovirus Ab [Presence] in Serum by Latex agglutination",,1.0k,false,"Cytomegalovirus Ab:PrThr:Pt:Ser:Ord:LA"
22242-2,"Cytomegalovirus Ab",Titr,Pt,Ser,Qn,,MICRO,2.70,DEPRECATED,1,,,titer,"Deprecated Cytomegalovirus Ab [Titer] in Serum",{titer},1.0n,false,"Cytomegalovirus Ab:Titr:Pt:Ser:Qn:"
16717-1,"Cytomegalovirus Ag",PrThr,Pt,Urine,Ord,IA,MICRO,2.56,ACTIVE,1,Both,,,"Cytomegalovirus Ag [Presence] in Urine by Immunoassay",,1.0l,false,"Cytomegalovirus Ag:PrThr:Pt:Urine:Ord:IA"
105879-1,"Cytomegalovirus DNA",LaCnc,Pt,Ser/Plas,Qn,,MICRO,2.78,ACTIVE,1,Both,,{Log_copies}/mL,"Cytomegalovirus DNA [log units/volume] in Serum or Plasma",{Log_copies}/mL,2.78,false,"Cytomegalovirus DNA:LaCnc:Pt:Ser/Plas:Qn:"
104760-4,"Cytomegalovirus DNA",PrThr,Pt,XXX,Ord,Molgen,MICRO,2.78,ACTIVE,1,Both,,,"Cytomegalovirus DNA [Presence] in Specimen by Molecular genetics method",,2.78,false,"Cytomegalovirus DNA:PrThr:Pt:XXX:Ord:Molgen"
60541-0,"Cytomegalovirus early Ag",PrThr,Pt,XXX,Ord,,MICRO,2.73,ACTIVE,1,Both,,,"Cytomegalovirus early Ag [Presence] in Specimen",,2.34,false,"Cytomegalovirus early Ag:PrThr:Pt:XXX:Ord:"
16719-7,"Cytomegalovirus inclusion bodies",PrThr,Pt,Urine,Ord,"Microscopic observation",MICRO,2.56,ACTIVE,1,Both,,,"Cytomegalovirus inclusion bodies [Presence] in Urine by Microscopic observation",,1.0l,false,"Cytomegalovirus inclusion bodies:PrThr:Pt:Urine:Ord:Microscopic observation"
72833-7,"Cytomegalovirus UL97 gene mutations detected",Prid,Pt,Isolate,Nom,,ABXBACT,2.73,ACTIVE,1,Both,,,"Cytomegalovirus UL97 gene mutations detected [Identifier]",,2.44,false,"Cytomegalovirus UL97 gene mutations detected:Prid:Pt:Isolate:Nom:"
88622-6,Cytomegalovirus,PrThr,Pt,"Ocular fld",Ord,"Shell vial culture",MICRO,2.64,ACTIVE,1,Both,,,"Cytomegalovirus [Presence] in Ocular fluid by Shell vial culture",,2.64,false,"Cytomegalovirus:PrThr:Pt:Ocular fld:Ord:Shell vial culture"
5838-8,Cytomegalovirus,PrThr,Pt,XXX,Ord,"Organism specific culture",MICRO,2.73,ACTIVE,1,Both,,,"Cytomegalovirus [Presence] in Specimen by Organism specific culture",,1.0,false,"Cytomegalovirus:PrThr:Pt:XXX:Ord:Organism specific culture"
43701-2,Cytomegalovirus,PrThr,Pt,XXX,Ord,"Shell vial culture",MICRO,2.73,ACTIVE,1,Both,,,"Cytomegalovirus [Presence] in Specimen by Shell vial culture",,2.17,false,"Cytomegalovirus:PrThr:Pt:XXX:Ord:Shell vial culture"
52976-8,"Cytomegalovirus Ab",ACnc,Pt,Ser,Qn,"Comp fix",MICRO,2.69,ACTIVE,1,Both,,,"Cytomegalovirus Ab [Units/volume] in Serum by Complement fixation",[arb'U]/mL,2.24,false,"Cytomegalovirus Ab:ACnc:Pt:Ser:Qn:Comp fix"
7851-9,"Cytomegalovirus Ab",ACnc,Pt,Ser/Plas,Qn,,MICRO,2.69,ACTIVE,1,Both,,,"Cytomegalovirus Ab [Units/volume] in Serum or Plasma",[arb'U]/mL,1.0h(2),false,"Cytomegalovirus Ab:ACnc:Pt:Ser/Plas:Qn:"
22239-8,"Cytomegalovirus Ab",PrThr,Pt,Ser/Plas,Ord,,MICRO,2.73,ACTIVE,1,Both,,,"Cytomegalovirus Ab [Presence] in Serum or Plasma",,1.0n,false,"Cytomegalovirus Ab:PrThr:Pt:Ser/Plas:Ord:"
47363-7,"Cytomegalovirus Ab",PrThr,Pt,Ser^Donor,Ord,HA,MICRO,2.56,ACTIVE,1,Both,,,"Cytomegalovirus Ab [Presence] in Serum from Donor by Hemagglutination",,2.19,false,"Cytomegalovirus Ab:PrThr:Pt:Ser^Donor:Ord:HA"
22241-4,"Cytomegalovirus Ab",Titr,Pt,Ser/Plas,SemiQn,,MICRO,2.75,ACTIVE,1,Both,,titer,"Cytomegalovirus Ab [Titer] in Serum or Plasma",{titer},1.0n,false,"Cytomegalovirus Ab:Titr:Pt:Ser/Plas:SemiQn:"
10660-9,"Cytomegalovirus Ag",PrThr,Pt,Tiss,Ord,"Immune stain",MICRO,2.73,ACTIVE,1,Both,,,"Cytomegalovirus Ag [Presence] in Tissue by Immune stain",,1.0i,false,"Cytomegalovirus Ag:PrThr:Pt:Tiss:Ord:Immune stain"
29590-7,"Cytomegalovirus DNA",MCnc,Pt,Bld,Qn,Probe,MICRO,2.73,ACTIVE,1,Both,,pg/mL,"Cytomegalovirus DNA [Mass/volume] (viral load) in Blood by Probe",pg/mL,2.03,false,"Cytomegalovirus DNA:MCnc:Pt:Bld:Qn:Probe"
33631-3,"Cytomegalovirus UL54 gene mutations detected",Prid,Pt,Isolate,Nom,,ABXBACT,2.73,ACTIVE,1,Both,,,"Cytomegalovirus UL54 gene mutations detected [Identifier]",,2.09,false,"Cytomegalovirus UL54 gene mutations detected:Prid:Pt:Isolate:Nom:"
34201-4,Cytomegalovirus,PrThr,Pt,"Amnio fld",Ord,"Organism specific culture",MICRO,2.56,ACTIVE,1,Both,,,"Cytomegalovirus [Presence] in Amniotic fluid by Organism specific culture",,2.10,false,"Cytomegalovirus:PrThr:Pt:Amnio fld:Ord:Organism specific culture"
88624-2,Cytomegalovirus,PrThr,Pt,"Amnio fld",Ord,"Shell vial culture",MICRO,2.64,ACTIVE,1,Both,,,"Cytomegalovirus [Presence] in Amniotic fluid by Shell vial culture",,2.64,false,"Cytomegalovirus:PrThr:Pt:Amnio fld:Ord:Shell vial culture"
43704-6,Cytomegalovirus,PrThr,Pt,"Body fld",Ord,"Shell vial culture",MICRO,2.56,ACTIVE,1,Both,,,"Cytomegalovirus [Presence] in Body fluid by Shell vial culture",,2.17,false,"Cytomegalovirus:PrThr:Pt:Body fld:Ord:Shell vial culture"
88564-0,Cytomegalovirus,PrThr,Pt,"Bone mar",Ord,"Organism specific culture",MICRO,2.65,ACTIVE,1,Both,,,"Cytomegalovirus [Presence] in Bone marrow by Organism specific culture",,2.64,false,"Cytomegalovirus:PrThr:Pt:Bone mar:Ord:Organism specific culture"
43705-3,Cytomegalovirus,PrThr,Pt,"Bone mar",Ord,"Shell vial culture",MICRO,2.56,ACTIVE,1,Both,,,"Cytomegalovirus [Presence] in Bone marrow by Shell vial culture",,2.17,false,"Cytomegalovirus:PrThr:Pt:Bone mar:Ord:Shell vial culture"
88623-4,Cytomegalovirus,PrThr,Pt,CSF,Ord,"Organism specific culture",MICRO,2.64,ACTIVE,1,Both,,,"Cytomegalovirus [Presence] in Cerebral spinal fluid by Organism specific culture",,2.64,false,"Cytomegalovirus:PrThr:Pt:CSF:Ord:Organism specific culture"
43702-0,Cytomegalovirus,PrThr,Pt,CSF,Ord,"Shell vial culture",MICRO,2.56,ACTIVE,1,Both,,,"Cytomegalovirus [Presence] in Cerebral spinal fluid by Shell vial culture",,2.17,false,"Cytomegalovirus:PrThr:Pt:CSF:Ord:Shell vial culture"
81328-7,Cytomegalovirus,PrThr,Pt,"Respiratory system specimen.lower",Ord,"Shell vial culture",MICRO,2.77,ACTIVE,1,Both,,,"Cytomegalovirus [Presence] in Lower respiratory specimen by Shell vial culture",,2.56,false,"Cytomegalovirus:PrThr:Pt:Respiratory system specimen.lower:Ord:Shell vial culture"
16712-2,"Cytomegalovirus Ab",ACnc,Pt,"Body fld",Qn,,MICRO,2.69,ACTIVE,1,Both,,,"Cytomegalovirus Ab [Units/volume] in Body fluid",[arb'U]/mL,1.0l,false,"Cytomegalovirus Ab:ACnc:Pt:Body fld:Qn:"
16713-0,"Cytomegalovirus Ab",ACnc,Pt,CSF,Qn,,MICRO,2.69,ACTIVE,1,Both,,,"Cytomegalovirus Ab [Units/volume] in Cerebral spinal fluid",[arb'U]/mL,1.0l,false,"Cytomegalovirus Ab:ACnc:Pt:CSF:Qn:"
59838-3,"Cytomegalovirus Ab",PrThr,Pt,Ser/Plas,Ord,LA,MICRO,2.56,ACTIVE,1,Both,,,"Cytomegalovirus Ab [Presence] in Serum or Plasma by Latex agglutination",,2.32,false,"Cytomegalovirus Ab:PrThr:Pt:Ser/Plas:Ord:LA"
47430-4,"Cytomegalovirus Ab",PrThr,Pt,Ser/Plas^Donor,Ord,,MICRO,2.73,ACTIVE,1,Both,,,"Cytomegalovirus Ab [Presence] in Serum or Plasma from Donor",,2.19,false,"Cytomegalovirus Ab:PrThr:Pt:Ser/Plas^Donor:Ord:"
22240-6,"Cytomegalovirus Ab",Titr,Pt,CSF,SemiQn,,MICRO,2.75,ACTIVE,1,Both,,titer,"Cytomegalovirus Ab [Titer] in Cerebral spinal fluid",{titer},1.0n,false,"Cytomegalovirus Ab:Titr:Pt:CSF:SemiQn:"
5123-5,"Cytomegalovirus Ab",Titr,Pt,Ser,Qn,LA,MICRO,2.70,DEPRECATED,1,,,titer,"Deprecated Cytomegalovirus Ab [Titer] in Serum by Latex agglutination",{titer},1.0,false,"Cytomegalovirus Ab:Titr:Pt:Ser:Qn:LA"
9513-3,"Cytomegalovirus Ab",Titr,Pt,Ser,SemiQn,"Comp fix",MICRO,2.75,ACTIVE,1,Both,,titer,"Cytomegalovirus Ab [Titer] in Serum by Complement fixation",{titer},1.0i,false,"Cytomegalovirus Ab:Titr:Pt:Ser:SemiQn:Comp fix"
45286-2,"Cytomegalovirus Ab.IgA",PrThr,Pt,"Body fld",Ord,,MICRO,2.56,ACTIVE,1,Both,,,"Cytomegalovirus IgA Ab [Presence] in Body fluid",,2.17,false,"Cytomegalovirus Ab.IgA:PrThr:Pt:Body fld:Ord:"
22243-0,"Cytomegalovirus Ab.IgG",ACnc,Pt,CSF,Qn,,MICRO,2.69,ACTIVE,1,Both,,,"Cytomegalovirus IgG Ab [Units/volume] in Cerebral spinal fluid",[arb'U]/mL,1.0n,false,"Cytomegalovirus Ab.IgG:ACnc:Pt:CSF:Qn:"
7852-7,"Cytomegalovirus Ab.IgG",ACnc,Pt,Ser/Plas,Qn,,MICRO,2.73,ACTIVE,1,Both,,,"Cytomegalovirus IgG Ab [Units/volume] in Serum or Plasma",[arb'U]/mL,1.0h(2),false,"Cytomegalovirus Ab.IgG:ACnc:Pt:Ser/Plas:Qn:"
20475-0,"Cytomegalovirus Ab.IgG",Imp,Pt,Ser/Plas,Nom,,MICRO,2.73,ACTIVE,1,Observation,,,"Cytomegalovirus IgG Ab [Interpretation] in Serum or Plasma",,1.0m,false,"Cytomegalovirus Ab.IgG:Imp:Pt:Ser/Plas:Nom:"
50018-1,"Cytomegalovirus Ab.IgG",PrThr,Pt,"Body fld",Ord,,MICRO,2.56,ACTIVE,1,Both,,,"Cytomegalovirus IgG Ab [Presence] in Body fluid",,2.22,false,"Cytomegalovirus Ab.IgG:PrThr:Pt:Body fld:Ord:"
42495-2,"Cytomegalovirus Ab.IgG",PrThr,Pt,CSF,Ord,,MICRO,2.56,ACTIVE,1,Both,,,"Cytomegalovirus IgG Ab [Presence] in Cerebral spinal fluid",,2.16,false,"Cytomegalovirus Ab.IgG:PrThr:Pt:CSF:Ord:"
22244-8,"Cytomegalovirus Ab.IgG",PrThr,Pt,Ser/Plas,Ord,,MICRO,2.73,ACTIVE,1,Both,,,"Cytomegalovirus IgG Ab [Presence] in Serum or Plasma",,1.0n,false,"Cytomegalovirus Ab.IgG:PrThr:Pt:Ser/Plas:Ord:"
22246-3,"Cytomegalovirus Ab.IgG",Titr,Pt,Ser/Plas,SemiQn,,MICRO,2.75,ACTIVE,1,Both,,titer,"Cytomegalovirus IgG Ab [Titer] in Serum or Plasma",{titer},1.0n,false,"Cytomegalovirus Ab.IgG:Titr:Pt:Ser/Plas:SemiQn:"
45326-6,"Cytomegalovirus Ab.IgG avidity",Ratio,Pt,Ser/Plas,Qn,,MICRO,2.73,DISCOURAGED,1,Both,,,"Cytomegalovirus IgG Ab avidity [Ratio] in Serum or Plasma",,2.17,false,"Cytomegalovirus Ab.IgG avidity:Ratio:Pt:Ser/Plas:Qn:"
41155-3,"Cytomegalovirus Ab.IgM",ACnc,Pt,"Body fld",Qn,,MICRO,2.73,ACTIVE,1,Both,,,"Cytomegalovirus IgM Ab [Units/volume] in Body fluid",[arb'U]/mL,2.15,false,"Cytomegalovirus Ab.IgM:ACnc:Pt:Body fld:Qn:"
13226-6,"Cytomegalovirus Ab.IgM",ACnc,Pt,CSF,Qn,,MICRO,2.73,ACTIVE,1,Both,,,"Cytomegalovirus IgM Ab [Units/volume] in Cerebral spinal fluid",[arb'U]/mL,1.0j-a,false,"Cytomegalovirus Ab.IgM:ACnc:Pt:CSF:Qn:"
7853-5,"Cytomegalovirus Ab.IgM",ACnc,Pt,Ser/Plas,Qn,,MICRO,2.73,ACTIVE,1,Both,,"arb U/mL","Cytomegalovirus IgM Ab [Units/volume] in Serum or Plasma",[arb'U]/mL,1.0h(2),false,"Cytomegalovirus Ab.IgM:ACnc:Pt:Ser/Plas:Qn:"
43045-4,"Cytomegalovirus Ab.IgM",PrThr,Pt,CSF,Ord,,MICRO,2.56,ACTIVE,1,Both,,,"Cytomegalovirus IgM Ab [Presence] in Cerebral spinal fluid",,2.16,false,"Cytomegalovirus Ab.IgM:PrThr:Pt:CSF:Ord:"
30325-5,"Cytomegalovirus Ab.IgM",PrThr,Pt,Ser/Plas,Ord,,MICRO,2.73,ACTIVE,1,Both,,,"Cytomegalovirus IgM Ab [Presence] in Serum or Plasma",,2.04,false,"Cytomegalovirus Ab.IgM:PrThr:Pt:Ser/Plas:Ord:"
22249-7,"Cytomegalovirus Ab.IgM",Titr,Pt,Ser/Plas,SemiQn,,MICRO,2.75,ACTIVE,1,Both,,titer,"Cytomegalovirus IgM Ab [Titer] in Serum or Plasma",{titer},1.0n,false,"Cytomegalovirus Ab.IgM:Titr:Pt:Ser/Plas:SemiQn:"
67805-2,"Cytomegalovirus Ag",PrThr,Pt,Isolate,Ord,IF,MICRO,2.56,ACTIVE,1,Both,,,"Cytomegalovirus Ag [Presence] in Isolate by Immunofluorescence",,2.38,false,"Cytomegalovirus Ag:PrThr:Pt:Isolate:Ord:IF"
6376-8,"Cytomegalovirus Ag",PrThr,Pt,Ser/Plas,Ord,IA,MICRO,2.64,ACTIVE,1,Both,,,"Cytomegalovirus Ag [Presence] in Serum or Plasma by Immunoassay",,1.0f,false,"Cytomegalovirus Ag:PrThr:Pt:Ser/Plas:Ord:IA"
86517-0,"Cytomegalovirus Ag",PrThr,Pt,Tiss,Ord,IF,MICRO,2.61,ACTIVE,1,Both,,,"Cytomegalovirus Ag [Presence] in Tissue by Immunofluorescence",,2.61,false,"Cytomegalovirus Ag:PrThr:Pt:Tiss:Ord:IF"
6379-2,"Cytomegalovirus Ag",PrThr,Pt,XXX,Ord,IA,MICRO,2.73,ACTIVE,1,Both,,,"Cytomegalovirus Ag [Presence] in Specimen by Immunoassay",,1.0f,false,"Cytomegalovirus Ag:PrThr:Pt:XXX:Ord:IA"
33632-1,"Cytomegalovirus UL54+UL97 gene mutations detected",Prid,Pt,Isolate,Nom,,ABXBACT,2.38,ACTIVE,1,Both,,,"Cytomegalovirus UL54+UL97 gene mutations detected [Identifier]",,2.09,false,"Cytomegalovirus UL54+UL97 gene mutations detected:Prid:Pt:Isolate:Nom:"
95136-8,"Cytomegalovirus DNA panel",-,Pt,"Amnio fld",-,Probe.amp.tar,PANEL.MICRO,2.68,ACTIVE,1,Order,,,"Cytomegalovirus DNA panel - Amniotic fluid by NAA with probe detection",,2.68,true,"Cytomegalovirus DNA panel:-:Pt:Amnio fld:-:Probe.amp.tar"
93753-2,"Porcine cytomegalovirus DNA",ThreshNum,Pt,XXX,Qn,Probe.amp.tar,MICRO,2.69,ACTIVE,1,Both,,Ct,"Porcine cytomegalovirus DNA [Cycle Threshold #] in Specimen by NAA with probe detection",{Ct_value},2.67,false,"Porcine cytomegalovirus DNA:ThreshNum:Pt:XXX:Qn:Probe.amp.tar"
5121-9,"Cytomegalovirus Ab",Titr,Pt,Ser/Plas,SemiQn,LA,MICRO,2.75,ACTIVE,1,Both,,titer,"Cytomegalovirus Ab [Titer] in Serum or Plasma by Latex agglutination",{titer},1.0,false,"Cytomegalovirus Ab:Titr:Pt:Ser/Plas:SemiQn:LA"
95527-8,"Cytomegalovirus Ab.IgG",PrThr,Pt,Saliva,Ord,IA,MICRO,2.69,ACTIVE,1,Both,,,"Cytomegalovirus IgG Ab [Presence] in Saliva (oral fluid) by Immunoassay",,2.69,false,"Cytomegalovirus Ab.IgG:PrThr:Pt:Saliva:Ord:IA"
13949-3,"Cytomegalovirus Ab.IgG",PrThr,Pt,Ser/Plas,Ord,IA,MICRO,2.73,ACTIVE,1,Both,,,"Cytomegalovirus IgG Ab [Presence] in Serum or Plasma by Immunoassay",,1.0k,false,"Cytomegalovirus Ab.IgG:PrThr:Pt:Ser/Plas:Ord:IA"
22245-5,"Cytomegalovirus Ab.IgG",Titr,Pt,CSF,SemiQn,,MICRO,2.75,ACTIVE,1,Both,,titer,"Cytomegalovirus IgG Ab [Titer] in Cerebral spinal fluid",{titer},1.0n,false,"Cytomegalovirus Ab.IgG:Titr:Pt:CSF:SemiQn:"
