system,code,display
http://loinc.org,91117-2,"LDL 6 cholesterol, Blood"
http://loinc.org,91118-0,"LDL 7 cholesterol, Blood"
http://loinc.org,92712-9,"Lipoprotein.beta.subparticle.very small-d, Blood"
http://loinc.org,92713-7,"Lipoprotein.beta.subparticle.very small-c, Blood"
http://loinc.org,92714-5,"Lipoprotein.beta.subparticle.very small-b, Blood"
http://loinc.org,92715-2,"Lipoprotein.beta.subparticle.very small-a, Blood"
http://loinc.org,92716-0,"LDL large-b, Blood"
http://loinc.org,92717-8,"LDL large-a, Blood"
http://loinc.org,92718-6,"IDL small, Blood"
http://loinc.org,92719-4,"IDL large, Blood"
http://loinc.org,92720-2,"VLDL small, Blood"
http://loinc.org,92721-0,"VLDL medium, Blood"
http://loinc.org,9346-8,"Lipoprotein.beta, Blood"
http://loinc.org,9620-6,"Lipoprotein.beta, Pleural fluid"
http://loinc.org,96258-9,"LDL cholesterol, Blood"
http://loinc.org,96259-7,"LDL cholesterol, Blood"
http://loinc.org,96597-0,"LDL cholesterol, Dried blood spot"
http://loinc.org,96735-6,"LDL medium, Blood"
http://loinc.org,96959-2,"Cholesterol.in LDL.small Dense, Blood"
